id,userType,userId,feedbackText,category,priority,rating,date,timestamp,status,page
ADMIN_2323,admin,user_admin_2323,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-06,2025-01-06T00:00:00,resolved,requests
CLIENT_2703,client,user_client_2703,الأزرار صغيرة جداً على الجوال,التصميم والواجهة,high,2,2025-01-19,2025-01-19T00:00:00,resolved,contracts
CLIENT_1999,client,user_client_1999,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-12,2025-01-12T00:00:00,resolved,profile
ADMIN_1992,admin,user_admin_1992,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-08,2025-01-08T00:00:00,reviewed,requests
SUPPLIER_1832,supplier,user_supplier_1832,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-16,2025-01-16T00:00:00,new,portfolio
CLIENT_0854,client,user_client_0854,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-19,2025-01-19T00:00:00,new,contracts
SUPPLIER_2063,supplier,user_supplier_2063,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-14,2025-01-14T00:00:00,reviewed,supplier-projects
CLIENT_2153,client,user_client_2153,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-06,2025-01-06T00:00:00,resolved,profile
ADMIN_2786,admin,user_admin_2786,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-03,2025-01-03T00:00:00,resolved,verification
ADMIN_2163,admin,user_admin_2163,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-21,2025-01-21T00:00:00,reviewed,analytics
SUPPLIER_2071,supplier,user_supplier_2071,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-18,2025-01-18T00:00:00,resolved,earnings
SUPPLIER_1397,supplier,user_supplier_1397,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-08,2025-01-08T00:00:00,reviewed,earnings
SUPPLIER_1445,supplier,user_supplier_1445,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-21,2025-01-21T00:00:00,resolved,portfolio
SUPPLIER_1846,supplier,user_supplier_1846,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-16,2025-01-16T00:00:00,in_progress,portfolio
ADMIN_2592,admin,user_admin_2592,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-08,2025-01-08T00:00:00,in_progress,settings
ADMIN_1509,admin,user_admin_1509,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-21,2025-01-21T00:00:00,new,settings
CLIENT_1236,client,user_client_1236,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-07,2025-01-07T00:00:00,resolved,register
ADMIN_1369,admin,user_admin_1369,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-14,2025-01-14T00:00:00,resolved,disputes
CLIENT_0730,client,user_client_0730,عملية الدفع سلسة لكن أتمنى لو كانت أسرع,الدفع والمحفظة,medium,4,2025-01-13,2025-01-13T00:00:00,in_progress,offers
SUPPLIER_2620,supplier,user_supplier_2620,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-04,2025-01-04T00:00:00,resolved,supplier-setup
CLIENT_2857,client,user_client_2857,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-03,2025-01-03T00:00:00,new,contracts
CLIENT_0205,client,user_client_0205,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-02,2025-01-02T00:00:00,reviewed,contracts
ADMIN_2515,admin,user_admin_2515,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-19,2025-01-19T00:00:00,resolved,users
SUPPLIER_1885,supplier,user_supplier_1885,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-09,2025-01-09T00:00:00,new,supplier-projects
SUPPLIER_0514,supplier,user_supplier_0514,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-06,2025-01-06T00:00:00,reviewed,browse-requests
ADMIN_2073,admin,user_admin_2073,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-16,2025-01-16T00:00:00,new,admin-dashboard
SUPPLIER_0035,supplier,user_supplier_0035,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-06,2025-01-06T00:00:00,reviewed,my-offers
CLIENT_0174,client,user_client_0174,لم أستطع إعادة تعيين كلمة المرور - الرابط لا يعمل,التسجيل والمصادقة,high,1,2025-01-14,2025-01-14T00:00:00,reviewed,contracts
ADMIN_2189,admin,user_admin_2189,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-12,2025-01-12T00:00:00,resolved,settings
ADMIN_2798,admin,user_admin_2798,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-18,2025-01-18T00:00:00,new,reports
CLIENT_2659,client,user_client_2659,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-03,2025-01-03T00:00:00,in_progress,register
ADMIN_0991,admin,user_admin_0991,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-09,2025-01-09T00:00:00,in_progress,disputes
ADMIN_0839,admin,user_admin_0839,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-02,2025-01-02T00:00:00,reviewed,projects
SUPPLIER_0683,supplier,user_supplier_0683,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-07,2025-01-07T00:00:00,reviewed,stats
ADMIN_2581,admin,user_admin_2581,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-19,2025-01-19T00:00:00,new,reports
CLIENT_1427,client,user_client_1427,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-20,2025-01-20T00:00:00,new,projects
CLIENT_2030,client,user_client_2030,صفحة مقارنة العروض مفيدة جداً لكن تحتاج تحسين في العرض,تقديم وإدارة العروض,medium,4,2025-01-17,2025-01-17T00:00:00,in_progress,login
ADMIN_0539,admin,user_admin_0539,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-01,2025-01-01T00:00:00,reviewed,offers
CLIENT_0718,client,user_client_0718,لم يتم خصم المبلغ من حسابي رغم ظهور رسالة النجاح,الدفع والمحفظة,high,1,2025-01-03,2025-01-03T00:00:00,new,payments
CLIENT_1781,client,user_client_1781,الصور تأخذ وقت طويل في التحميل,الأداء والسرعة,medium,3,2025-01-01,2025-01-01T00:00:00,resolved,profile
ADMIN_2574,admin,user_admin_2574,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-20,2025-01-20T00:00:00,reviewed,analytics
ADMIN_2447,admin,user_admin_2447,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-06,2025-01-06T00:00:00,resolved,settings
CLIENT_0968,client,user_client_0968,لم أستطع إعادة تعيين كلمة المرور - الرابط لا يعمل,التسجيل والمصادقة,high,1,2025-01-11,2025-01-11T00:00:00,new,requests
SUPPLIER_1363,supplier,user_supplier_1363,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-13,2025-01-13T00:00:00,reviewed,my-offers
SUPPLIER_2321,supplier,user_supplier_2321,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-13,2025-01-13T00:00:00,in_progress,supplier-setup
SUPPLIER_0490,supplier,user_supplier_0490,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-12,2025-01-12T00:00:00,reviewed,portfolio
SUPPLIER_0930,supplier,user_supplier_0930,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-04,2025-01-04T00:00:00,resolved,earnings
ADMIN_0791,admin,user_admin_0791,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-06,2025-01-06T00:00:00,new,verification
CLIENT_0361,client,user_client_0361,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-18,2025-01-18T00:00:00,resolved,profile
SUPPLIER_2890,supplier,user_supplier_2890,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-14,2025-01-14T00:00:00,resolved,earnings
ADMIN_2370,admin,user_admin_2370,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-18,2025-01-18T00:00:00,resolved,verification
ADMIN_0835,admin,user_admin_0835,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-13,2025-01-13T00:00:00,new,admin-dashboard
CLIENT_1989,client,user_client_1989,لا يمكنني حفظ الطلب كمسودة - يجب إكماله دفعة واحدة,إنشاء وإدارة الطلبات,high,2,2025-01-17,2025-01-17T00:00:00,reviewed,offers
ADMIN_1636,admin,user_admin_1636,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-11,2025-01-11T00:00:00,reviewed,reports
SUPPLIER_1488,supplier,user_supplier_1488,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-19,2025-01-19T00:00:00,new,browse-requests
SUPPLIER_0126,supplier,user_supplier_0126,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-07,2025-01-07T00:00:00,in_progress,browse-requests
CLIENT_2759,client,user_client_2759,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-04,2025-01-04T00:00:00,new,messages
SUPPLIER_1788,supplier,user_supplier_1788,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-10,2025-01-10T00:00:00,in_progress,supplier-setup
ADMIN_0255,admin,user_admin_0255,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-21,2025-01-21T00:00:00,reviewed,analytics
ADMIN_2132,admin,user_admin_2132,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-05,2025-01-05T00:00:00,reviewed,verification
SUPPLIER_2956,supplier,user_supplier_2956,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-05,2025-01-05T00:00:00,reviewed,my-offers
ADMIN_2057,admin,user_admin_2057,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-12,2025-01-12T00:00:00,reviewed,settings
SUPPLIER_1618,supplier,user_supplier_1618,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-07,2025-01-07T00:00:00,resolved,stats
SUPPLIER_0661,supplier,user_supplier_0661,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-11,2025-01-11T00:00:00,resolved,stats
ADMIN_1522,admin,user_admin_1522,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-07,2025-01-07T00:00:00,resolved,users
SUPPLIER_1060,supplier,user_supplier_1060,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-15,2025-01-15T00:00:00,reviewed,supplier-setup
CLIENT_2783,client,user_client_2783,نموذج إنشاء الطلب طويل جداً، أتمنى لو كان أبسط,إنشاء وإدارة الطلبات,medium,3,2025-01-17,2025-01-17T00:00:00,reviewed,projects
CLIENT_2985,client,user_client_2985,الأزرار صغيرة جداً على الجوال,التصميم والواجهة,high,2,2025-01-03,2025-01-03T00:00:00,in_progress,offers
CLIENT_1404,client,user_client_1404,لا أتلقى إشعارات على البريد الإلكتروني,الإشعارات,high,2,2025-01-06,2025-01-06T00:00:00,reviewed,offers
ADMIN_1348,admin,user_admin_1348,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-10,2025-01-10T00:00:00,reviewed,reports
CLIENT_2098,client,user_client_2098,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-03,2025-01-03T00:00:00,resolved,projects
SUPPLIER_0263,supplier,user_supplier_0263,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-17,2025-01-17T00:00:00,new,my-offers
SUPPLIER_0706,supplier,user_supplier_0706,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-19,2025-01-19T00:00:00,new,portfolio
SUPPLIER_1636,supplier,user_supplier_1636,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-13,2025-01-13T00:00:00,reviewed,create-offer
SUPPLIER_0574,supplier,user_supplier_0574,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-10,2025-01-10T00:00:00,new,portfolio
ADMIN_1648,admin,user_admin_1648,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-16,2025-01-16T00:00:00,new,settings
CLIENT_0234,client,user_client_0234,لم يتم خصم المبلغ من حسابي رغم ظهور رسالة النجاح,الدفع والمحفظة,high,1,2025-01-19,2025-01-19T00:00:00,resolved,contracts
CLIENT_1752,client,user_client_1752,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-04,2025-01-04T00:00:00,reviewed,login
CLIENT_2197,client,user_client_2197,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-01,2025-01-01T00:00:00,new,contracts
ADMIN_1633,admin,user_admin_1633,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-14,2025-01-14T00:00:00,reviewed,offers
CLIENT_0591,client,user_client_0591,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-07,2025-01-07T00:00:00,new,profile
SUPPLIER_0453,supplier,user_supplier_0453,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-06,2025-01-06T00:00:00,resolved,browse-requests
CLIENT_1704,client,user_client_1704,نموذج إنشاء الطلب طويل جداً، أتمنى لو كان أبسط,إنشاء وإدارة الطلبات,medium,3,2025-01-18,2025-01-18T00:00:00,in_progress,projects
ADMIN_2766,admin,user_admin_2766,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-12,2025-01-12T00:00:00,reviewed,offers
SUPPLIER_1093,supplier,user_supplier_1093,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-17,2025-01-17T00:00:00,new,create-offer
ADMIN_1043,admin,user_admin_1043,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-10,2025-01-10T00:00:00,new,settings
ADMIN_2723,admin,user_admin_2723,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-09,2025-01-09T00:00:00,new,settings
SUPPLIER_0200,supplier,user_supplier_0200,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-11,2025-01-11T00:00:00,resolved,supplier-setup
CLIENT_2645,client,user_client_2645,لا أتلقى إشعارات على البريد الإلكتروني,الإشعارات,high,2,2025-01-05,2025-01-05T00:00:00,resolved,messages
CLIENT_1173,client,user_client_1173,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-06,2025-01-06T00:00:00,in_progress,profile
SUPPLIER_1165,supplier,user_supplier_1165,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-04,2025-01-04T00:00:00,new,supplier-setup
CLIENT_1604,client,user_client_1604,صفحة مقارنة العروض مفيدة جداً لكن تحتاج تحسين في العرض,تقديم وإدارة العروض,medium,4,2025-01-18,2025-01-18T00:00:00,reviewed,requests
ADMIN_1699,admin,user_admin_1699,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-11,2025-01-11T00:00:00,resolved,projects
SUPPLIER_1501,supplier,user_supplier_1501,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-20,2025-01-20T00:00:00,reviewed,portfolio
SUPPLIER_2599,supplier,user_supplier_2599,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-05,2025-01-05T00:00:00,reviewed,my-offers
ADMIN_2686,admin,user_admin_2686,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-08,2025-01-08T00:00:00,resolved,requests
SUPPLIER_2837,supplier,user_supplier_2837,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-18,2025-01-18T00:00:00,reviewed,browse-requests
ADMIN_2918,admin,user_admin_2918,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-04,2025-01-04T00:00:00,in_progress,analytics
SUPPLIER_1323,supplier,user_supplier_1323,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-19,2025-01-19T00:00:00,in_progress,earnings
SUPPLIER_1446,supplier,user_supplier_1446,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-13,2025-01-13T00:00:00,new,create-offer
SUPPLIER_1429,supplier,user_supplier_1429,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-05,2025-01-05T00:00:00,reviewed,earnings
CLIENT_1308,client,user_client_1308,الأزرار صغيرة جداً على الجوال,التصميم والواجهة,high,2,2025-01-12,2025-01-12T00:00:00,in_progress,offers
ADMIN_2551,admin,user_admin_2551,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-20,2025-01-20T00:00:00,in_progress,disputes
SUPPLIER_0517,supplier,user_supplier_0517,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-02,2025-01-02T00:00:00,new,portfolio
SUPPLIER_0190,supplier,user_supplier_0190,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-10,2025-01-10T00:00:00,resolved,browse-requests
ADMIN_2710,admin,user_admin_2710,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-05,2025-01-05T00:00:00,new,reports
CLIENT_1412,client,user_client_1412,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-12,2025-01-12T00:00:00,in_progress,payments
CLIENT_2204,client,user_client_2204,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-21,2025-01-21T00:00:00,in_progress,messages
CLIENT_2850,client,user_client_2850,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-06,2025-01-06T00:00:00,resolved,requests
SUPPLIER_0046,supplier,user_supplier_0046,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-06,2025-01-06T00:00:00,resolved,earnings
SUPPLIER_0480,supplier,user_supplier_0480,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-05,2025-01-05T00:00:00,reviewed,earnings
SUPPLIER_2849,supplier,user_supplier_2849,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-20,2025-01-20T00:00:00,new,my-offers
ADMIN_0947,admin,user_admin_0947,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-11,2025-01-11T00:00:00,new,verification
SUPPLIER_2311,supplier,user_supplier_2311,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-06,2025-01-06T00:00:00,new,portfolio
SUPPLIER_1797,supplier,user_supplier_1797,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-11,2025-01-11T00:00:00,resolved,supplier-setup
CLIENT_0827,client,user_client_0827,صفحة مقارنة العروض مفيدة جداً لكن تحتاج تحسين في العرض,تقديم وإدارة العروض,medium,4,2025-01-07,2025-01-07T00:00:00,resolved,register
CLIENT_2457,client,user_client_2457,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-15,2025-01-15T00:00:00,in_progress,offers
SUPPLIER_1211,supplier,user_supplier_1211,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-05,2025-01-05T00:00:00,in_progress,earnings
ADMIN_0762,admin,user_admin_0762,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-08,2025-01-08T00:00:00,new,verification
SUPPLIER_2980,supplier,user_supplier_2980,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-09,2025-01-09T00:00:00,in_progress,supplier-projects
SUPPLIER_0494,supplier,user_supplier_0494,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-20,2025-01-20T00:00:00,resolved,supplier-setup
ADMIN_0111,admin,user_admin_0111,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-21,2025-01-21T00:00:00,in_progress,reports
CLIENT_1787,client,user_client_1787,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-16,2025-01-16T00:00:00,in_progress,register
CLIENT_1823,client,user_client_1823,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-04,2025-01-04T00:00:00,reviewed,login
CLIENT_0545,client,user_client_0545,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-19,2025-01-19T00:00:00,in_progress,login
ADMIN_1914,admin,user_admin_1914,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-07,2025-01-07T00:00:00,in_progress,disputes
SUPPLIER_2079,supplier,user_supplier_2079,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-12,2025-01-12T00:00:00,new,supplier-projects
ADMIN_0925,admin,user_admin_0925,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-12,2025-01-12T00:00:00,in_progress,analytics
SUPPLIER_2084,supplier,user_supplier_2084,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-19,2025-01-19T00:00:00,reviewed,supplier-projects
ADMIN_1650,admin,user_admin_1650,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-02,2025-01-02T00:00:00,new,projects
ADMIN_1159,admin,user_admin_1159,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-08,2025-01-08T00:00:00,reviewed,projects
CLIENT_2824,client,user_client_2824,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-11,2025-01-11T00:00:00,new,requests
SUPPLIER_2807,supplier,user_supplier_2807,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-02,2025-01-02T00:00:00,resolved,stats
SUPPLIER_0232,supplier,user_supplier_0232,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-11,2025-01-11T00:00:00,resolved,browse-requests
CLIENT_2929,client,user_client_2929,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-17,2025-01-17T00:00:00,resolved,requests
SUPPLIER_0077,supplier,user_supplier_0077,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-12,2025-01-12T00:00:00,new,supplier-projects
