id,userType,userId,feedbackText,category,priority,rating,date,timestamp,status,page,uxPrinciple,comparison,feature,type
CLIENT_2510,client,user_client_2510,عند إدخال الميزانية، لا يوجد تحذير إذا كانت أقل من المعقول - أريد validation ذكي,تجربة المستخدم - منع الأخطاء,medium,3,2025-01-10,2025-01-10T00:00:00,in_progress,messages,Error Prevention,,,
ADMIN_0017,admin,user_admin_0017,الفلترة في صفحة النزاعات محدودة - أريد فلترة متقدمة,تجربة المستخدم - الفلترة,medium,3,2025-01-08,2025-01-08T00:00:00,new,verification,Filtering,,,
SUPPLIER_1692,supplier,user_supplier_1692,أريد حفظ بحث معين لأتلقى إشعارات عند ظهور طلبات جديدة,مقارنة مع المنصات المنافسة,low,4,2025-01-14,2025-01-14T00:00:00,reviewed,supplier-projects,,منصات عامة,,
ADMIN_1804,admin,user_admin_1804,لا يمكنني ترتيب الأعمدة بالـ drag and drop,تجربة المستخدم - الجداول,low,4,2025-01-17,2025-01-17T00:00:00,new,settings,Table UX,,,
ADMIN_0477,admin,user_admin_0477,جداول المستخدمين طويلة ولا يمكنني البحث بسرعة - أريد search box في كل جدول,تجربة المستخدم - الجداول,high,2,2025-01-20,2025-01-20T00:00:00,in_progress,analytics,Table UX,,,
ADMIN_0420,admin,user_admin_0420,الإحصائيات لا تتحدث تلقائياً - أريد auto-refresh أو زر تحديث واضح,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-01,2025-01-01T00:00:00,reviewed,admin-dashboard,Dashboard,,,
CLIENT_0167,client,user_client_0167,عند إدخال الميزانية، لا يوجد تحذير إذا كانت أقل من المعقول - أريد validation ذكي,تجربة المستخدم - منع الأخطاء,medium,3,2025-01-13,2025-01-13T00:00:00,new,messages,Error Prevention,,,
ADMIN_1887,admin,user_admin_1887,لا يمكنني ترتيب الأعمدة بالـ drag and drop,تجربة المستخدم - الجداول,low,4,2025-01-01,2025-01-01T00:00:00,new,settings,Table UX,,,
CLIENT_0711,client,user_client_0711,عند إدخال الميزانية، لا يوجد تحذير إذا كانت أقل من المعقول - أريد validation ذكي,تجربة المستخدم - منع الأخطاء,medium,3,2025-01-07,2025-01-07T00:00:00,new,create-request,Error Prevention,,,
ADMIN_1529,admin,user_admin_1529,لا يمكنني اختيار عدة مستخدمين دفعة واحدة - أريد bulk actions,ميزات مفقودة,high,2,2025-01-21,2025-01-21T00:00:00,in_progress,settings,,,Bulk Actions,
SUPPLIER_0233,supplier,user_supplier_0233,"بعد إرسال العرض، لا أعرف إذا كان العميل قد رآه - أريد حالة ""مقروء""",تجربة المستخدم - وضوح الحالة,medium,3,2025-01-10,2025-01-10T00:00:00,in_progress,create-offer,Visibility of System Status,,,
CLIENT_2204,client,user_client_2204,عند اختيار التاريخ، لا أعرف ما هو التاريخ المناسب - أريد تقويم مع توضيحات,تجربة المستخدم - النماذج,low,4,2025-01-17,2025-01-17T00:00:00,resolved,contracts,Form UX,,,
SUPPLIER_2406,supplier,user_supplier_2406,لا يمكنني حفظ عرض كمسودة قبل الإرسال - أريد حفظ تلقائي,ميزات مفقودة,high,2,2025-01-06,2025-01-06T00:00:00,new,portfolio,,,Auto-save,
SUPPLIER_2664,supplier,user_supplier_2664,الإحصائيات ثابتة - أريد تحديث فوري أو refresh button,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-10,2025-01-10T00:00:00,reviewed,my-offers,Dashboard,,,
ADMIN_2306,admin,user_admin_2306,لا يمكنني اختيار عدة مستخدمين دفعة واحدة - أريد bulk actions,ميزات مفقودة,high,2,2025-01-01,2025-01-01T00:00:00,resolved,settings,,,Bulk Actions,
SUPPLIER_0988,supplier,user_supplier_0988,"بعد إرسال العرض، لا أعرف إذا كان العميل قد رآه - أريد حالة ""مقروء""",تجربة المستخدم - وضوح الحالة,medium,3,2025-01-03,2025-01-03T00:00:00,new,browse-requests,Visibility of System Status,,,
SUPPLIER_0894,supplier,user_supplier_0894,أريد إضافة tags أو فئات لأعمالي في المعرض,مقارنة مع المنصات المنافسة,low,4,2025-01-09,2025-01-09T00:00:00,new,create-offer,,منصات freelancing,,
SUPPLIER_0280,supplier,user_supplier_0280,أريد فلترة الطلبات حسب: الميزانية، الموقع، نوع الخدمة، تاريخ النشر,مقارنة مع المنصات المنافسة,medium,3,2025-01-20,2025-01-20T00:00:00,resolved,browse-requests,,اعتماد,,
ADMIN_1974,admin,user_admin_1974,جداول المستخدمين طويلة ولا يمكنني البحث بسرعة - أريد search box في كل جدول,تجربة المستخدم - الجداول,high,2,2025-01-07,2025-01-07T00:00:00,reviewed,analytics,Table UX,,,
CLIENT_0412,client,user_client_0412,على الجوال، جدول العروض غير قابل للقراءة - أريد عرض بطاقات بدلاً من جدول,تجربة المستخدم - التصميم المتجاوب,high,2,2025-01-01,2025-01-01T00:00:00,resolved,messages,Responsive Design,,,
SUPPLIER_0865,supplier,user_supplier_0865,صفحة المعرض جميلة ومنظمة,إيجابي,low,5,2025-01-19,2025-01-19T00:00:00,reviewed,portfolio,,,,positive
ADMIN_1386,admin,user_admin_1386,الإحصائيات لا تتحدث تلقائياً - أريد auto-refresh أو زر تحديث واضح,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-03,2025-01-03T00:00:00,reviewed,offers,Dashboard,,,
ADMIN_1574,admin,user_admin_1574,الإحصائيات لا تتحدث تلقائياً - أريد auto-refresh أو زر تحديث واضح,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-13,2025-01-13T00:00:00,reviewed,reports,Dashboard,,,
CLIENT_0480,client,user_client_0480,صفحة الطلبات تختلف في التصميم عن صفحة العروض - أريد تصميم موحد,تجربة المستخدم - الاتساق,low,4,2025-01-13,2025-01-13T00:00:00,resolved,profile,Consistency and Standards,,,
CLIENT_2975,client,user_client_2975,بعد إرسال الطلب، لا أعرف إذا تم الحفظ بنجاح - أريد رسالة تأكيد واضحة,تجربة المستخدم - وضوح الحالة,high,2,2025-01-16,2025-01-16T00:00:00,in_progress,dashboard,Visibility of System Status,,,
SUPPLIER_1530,supplier,user_supplier_1530,أريد فلترة الطلبات حسب: الميزانية، الموقع، نوع الخدمة، تاريخ النشر,مقارنة مع المنصات المنافسة,medium,3,2025-01-15,2025-01-15T00:00:00,in_progress,browse-requests,,اعتماد,,
CLIENT_1086,client,user_client_1086,حقل الوصف طويل جداً ولا أعرف كم كلمة كتبت - أريد عداد كلمات,تجربة المستخدم - النماذج,low,4,2025-01-07,2025-01-07T00:00:00,reviewed,profile,Form UX,,,
SUPPLIER_1261,supplier,user_supplier_1261,"بعد إرسال العرض، لا أعرف إذا كان العميل قد رآه - أريد حالة ""مقروء""",تجربة المستخدم - وضوح الحالة,medium,3,2025-01-20,2025-01-20T00:00:00,reviewed,portfolio,Visibility of System Status,,,
CLIENT_0442,client,user_client_0442,لا أتذكر الفلاتر التي استخدمتها - أريد حفظ الفلاتر المفضلة,تجربة المستخدم - التذكر,medium,3,2025-01-05,2025-01-05T00:00:00,resolved,create-request,Recognition rather than Recall,,,
CLIENT_2163,client,user_client_2163,لا يوجد تحذير إذا كان تاريخ الانتهاء قبل تاريخ البدء - أريد validation للتواريخ,تجربة المستخدم - منع الأخطاء,medium,3,2025-01-20,2025-01-20T00:00:00,reviewed,dashboard,Error Prevention,,,
ADMIN_1319,admin,user_admin_1319,الفلترة في صفحة النزاعات محدودة - أريد فلترة متقدمة,تجربة المستخدم - الفلترة,medium,3,2025-01-02,2025-01-02T00:00:00,reviewed,verification,Filtering,,,
ADMIN_0996,admin,user_admin_0996,التنظيم جيد بشكل عام,إيجابي,low,4,2025-01-18,2025-01-18T00:00:00,new,analytics,,,,positive
CLIENT_0454,client,user_client_0454,لا أتذكر الفلاتر التي استخدمتها - أريد حفظ الفلاتر المفضلة,تجربة المستخدم - التذكر,medium,3,2025-01-09,2025-01-09T00:00:00,new,contracts,Recognition rather than Recall,,,
ADMIN_0966,admin,user_admin_0966,عند رفض مستند توثيق، لا يوجد template للرسائل - أريد templates,تجربة المستخدم - النماذج,low,4,2025-01-14,2025-01-14T00:00:00,reviewed,offers,Form UX,,,
ADMIN_2334,admin,user_admin_2334,لا يمكنني تصدير الجداول إلى Excel - أريد export button,تجربة المستخدم - الجداول,medium,3,2025-01-20,2025-01-20T00:00:00,resolved,requests,Table UX,,,
CLIENT_1107,client,user_client_1107,لا يوجد شرح لكيفية استخدام صفحة المقارنة - أريد دليل سريع,تجربة المستخدم - المساعدة,low,4,2025-01-15,2025-01-15T00:00:00,new,offers,Help and Documentation,,,
ADMIN_1645,admin,user_admin_1645,لوحة التحكم لا توضح الاتجاهات - أريد charts توضح النمو,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-02,2025-01-02T00:00:00,in_progress,analytics,Dashboard,,,
CLIENT_0886,client,user_client_0886,عند إنشاء طلب جديد، لا أعرف في أي خطوة أنا - أريد شريط تقدم يوضح الخطوات,تجربة المستخدم - وضوح الحالة,medium,3,2025-01-09,2025-01-09T00:00:00,resolved,projects,Visibility of System Status,,,
ADMIN_1912,admin,user_admin_1912,لا يمكنني تصدير الجداول إلى Excel - أريد export button,تجربة المستخدم - الجداول,medium,3,2025-01-16,2025-01-16T00:00:00,in_progress,reports,Table UX,,,
CLIENT_0565,client,user_client_0565,عند اختيار فئة، لا أعرف ماذا تعني بعض الفئات - أريد وصف لكل فئة,تجربة المستخدم - المساعدة,low,4,2025-01-20,2025-01-20T00:00:00,resolved,requests,Help and Documentation,,,
CLIENT_0495,client,user_client_0495,"لا يوجد زر ""العودة للأعلى"" في الصفحات الطويلة",تجربة المستخدم - التنقل,low,4,2025-01-09,2025-01-09T00:00:00,reviewed,payments,Navigation,,,
ADMIN_1171,admin,user_admin_1171,عند رفض مستند توثيق، لا يوجد template للرسائل - أريد templates,تجربة المستخدم - النماذج,low,4,2025-01-20,2025-01-20T00:00:00,in_progress,projects,Form UX,,,
SUPPLIER_1746,supplier,user_supplier_1746,أريد حفظ بحث معين لأتلقى إشعارات عند ظهور طلبات جديدة,مقارنة مع المنصات المنافسة,low,4,2025-01-16,2025-01-16T00:00:00,resolved,stats,,منصات عامة,,
ADMIN_0883,admin,user_admin_0883,لا يمكنني اختيار عدة مستخدمين دفعة واحدة - أريد bulk actions,ميزات مفقودة,high,2,2025-01-16,2025-01-16T00:00:00,resolved,disputes,,,Bulk Actions,
ADMIN_2054,admin,user_admin_2054,لا يمكنني ترتيب الأعمدة بالـ drag and drop,تجربة المستخدم - الجداول,low,4,2025-01-14,2025-01-14T00:00:00,reviewed,offers,Table UX,,,
ADMIN_1128,admin,user_admin_1128,لا يمكنني حظر أو تعليق عدة مستخدمين مرة واحدة,ميزات مفقودة,medium,3,2025-01-11,2025-01-11T00:00:00,resolved,projects,,,Bulk Actions,
SUPPLIER_0722,supplier,user_supplier_0722,الإحصائيات ثابتة - أريد تحديث فوري أو refresh button,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-01,2025-01-01T00:00:00,reviewed,stats,Dashboard,,,
SUPPLIER_2831,supplier,user_supplier_2831,في منصات أخرى يمكنني ترتيب أعمالي في المعرض - هنا لا يمكن,مقارنة مع المنصات المنافسة,low,4,2025-01-06,2025-01-06T00:00:00,in_progress,earnings,,منصات freelancing,,
CLIENT_1267,client,user_client_1267,"لا يمكنني إضافة طلب للمفضلة - أريد زر ""حفظ للمفضلة""",ميزات مفقودة,low,4,2025-01-19,2025-01-19T00:00:00,new,profile,,,Favorites,
CLIENT_2399,client,user_client_2399,في منصات أخرى يمكنني حفظ بحث معين - هنا لا يوجد هذه الميزة,مقارنة مع المنصات المنافسة,low,4,2025-01-14,2025-01-14T00:00:00,resolved,contracts,,منصات عامة,,
SUPPLIER_0077,supplier,user_supplier_0077,لا يمكنني رؤية عروض المنافسين (مجهولة الهوية) - أريد معرفة السوق,ميزات مفقودة,low,3,2025-01-13,2025-01-13T00:00:00,reviewed,my-offers,,,Market Insights,
SUPPLIER_1088,supplier,user_supplier_1088,في منصات أخرى يمكنني البحث في الطلبات بكلمات مفتاحية - هنا البحث بسيط,مقارنة مع المنصات المنافسة,medium,3,2025-01-02,2025-01-02T00:00:00,new,supplier-projects,,منصات عامة,,
ADMIN_0488,admin,user_admin_0488,عند رفض مستند توثيق، لا يوجد template للرسائل - أريد templates,تجربة المستخدم - النماذج,low,4,2025-01-07,2025-01-07T00:00:00,in_progress,verification,Form UX,,,
CLIENT_1085,client,user_client_1085,في منصات أخرى يمكنني مقارنة عدة عروض جنباً إلى جنب - هنا المقارنة محدودة,مقارنة مع المنصات المنافسة,medium,3,2025-01-18,2025-01-18T00:00:00,in_progress,contracts,,منصات e-commerce,,
CLIENT_0390,client,user_client_0390,"لا يمكنني مشاركة طلب مع آخرين - أريد زر ""مشاركة""",ميزات مفقودة,low,4,2025-01-19,2025-01-19T00:00:00,in_progress,messages,,,Share,
CLIENT_0355,client,user_client_0355,صفحة الطلبات تختلف في التصميم عن صفحة العروض - أريد تصميم موحد,تجربة المستخدم - الاتساق,low,4,2025-01-12,2025-01-12T00:00:00,new,profile,Consistency and Standards,,,
SUPPLIER_1801,supplier,user_supplier_1801,في منصات أخرى يمكنني ترتيب أعمالي في المعرض - هنا لا يمكن,مقارنة مع المنصات المنافسة,low,4,2025-01-18,2025-01-18T00:00:00,new,stats,,منصات freelancing,,
CLIENT_1801,client,user_client_1801,أريد فلترة متقدمة مثل: حسب الميزانية، المدة، الموقع، نوع الخدمة دفعة واحدة,مقارنة مع المنصات المنافسة,medium,3,2025-01-07,2025-01-07T00:00:00,in_progress,profile,,اعتماد,,
ADMIN_2252,admin,user_admin_2252,الفلترة في صفحة النزاعات محدودة - أريد فلترة متقدمة,تجربة المستخدم - الفلترة,medium,3,2025-01-09,2025-01-09T00:00:00,new,requests,Filtering,,,
CLIENT_0921,client,user_client_0921,عند استخدام لوحة المفاتيح، لا يمكنني التنقل بين الحقول بسهولة - أريد tab order صحيح,إمكانية الوصول,medium,3,2025-01-04,2025-01-04T00:00:00,new,requests,Accessibility,,,
CLIENT_0146,client,user_client_0146,عند استخدام لوحة المفاتيح، لا يمكنني التنقل بين الحقول بسهولة - أريد tab order صحيح,إمكانية الوصول,medium,3,2025-01-20,2025-01-20T00:00:00,reviewed,requests,Accessibility,,,
ADMIN_2299,admin,user_admin_2299,التنظيم جيد بشكل عام,إيجابي,low,4,2025-01-02,2025-01-02T00:00:00,resolved,verification,,,,positive
ADMIN_0326,admin,user_admin_0326,لوحة التحكم لا توضح الاتجاهات - أريد charts توضح النمو,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-10,2025-01-10T00:00:00,resolved,disputes,Dashboard,,,
CLIENT_1075,client,user_client_1075,التصميم جميل وحديث - أحببت الألوان والخطوط,إيجابي,low,5,2025-01-13,2025-01-13T00:00:00,resolved,profile,,,,positive
CLIENT_1890,client,user_client_1890,أريد فلترة متقدمة مثل: حسب الميزانية، المدة، الموقع، نوع الخدمة دفعة واحدة,مقارنة مع المنصات المنافسة,medium,3,2025-01-05,2025-01-05T00:00:00,in_progress,profile,,اعتماد,,
CLIENT_0858,client,user_client_0858,عند العودة لطلب، لا أتذكر آخر تعديل - أريد تاريخ آخر تعديل واضح,تجربة المستخدم - التذكر,low,4,2025-01-14,2025-01-14T00:00:00,resolved,projects,Recognition rather than Recall,,,
SUPPLIER_2674,supplier,user_supplier_2674,عند تقديم عرض، لا أعرف كم عرض تم تقديمه على هذا الطلب - أريد إحصائيات,تجربة المستخدم - وضوح الحالة,medium,3,2025-01-09,2025-01-09T00:00:00,reviewed,supplier-projects,Visibility of System Status,,,
ADMIN_2388,admin,user_admin_2388,لا يمكنني ترتيب الأعمدة بالـ drag and drop,تجربة المستخدم - الجداول,low,4,2025-01-08,2025-01-08T00:00:00,new,users,Table UX,,,
CLIENT_0459,client,user_client_0459,عند اختيار فئة، لا أعرف ماذا تعني بعض الفئات - أريد وصف لكل فئة,تجربة المستخدم - المساعدة,low,4,2025-01-15,2025-01-15T00:00:00,resolved,create-request,Help and Documentation,,,
SUPPLIER_0312,supplier,user_supplier_0312,لا أعرف ترتيبي بين الموردين الآخرين - أريد ranking واضح,تجربة المستخدم - وضوح الحالة,low,4,2025-01-04,2025-01-04T00:00:00,resolved,supplier-projects,Visibility of System Status,,,
SUPPLIER_2401,supplier,user_supplier_2401,على الجوال، عرض تفاصيل الطلب صعب القراءة - أريد تحسين العرض,تجربة المستخدم - التصميم المتجاوب,high,2,2025-01-07,2025-01-07T00:00:00,new,earnings,Responsive Design,,,
ADMIN_2767,admin,user_admin_2767,التنظيم جيد بشكل عام,إيجابي,low,4,2025-01-05,2025-01-05T00:00:00,reviewed,disputes,,,,positive
ADMIN_0987,admin,user_admin_0987,لا يمكنني فلترة الجداول حسب عدة أعمدة دفعة واحدة,تجربة المستخدم - الجداول,medium,3,2025-01-15,2025-01-15T00:00:00,reviewed,offers,Table UX,,,
CLIENT_2821,client,user_client_2821,الألوان وحدها لا توضح الحالة - أريد أيقونات أو نص أيضاً,إمكانية الوصول,medium,3,2025-01-14,2025-01-14T00:00:00,new,profile,Accessibility,,,
ADMIN_1141,admin,user_admin_1141,لا يمكنني تصدير الجداول إلى Excel - أريد export button,تجربة المستخدم - الجداول,medium,3,2025-01-15,2025-01-15T00:00:00,reviewed,offers,Table UX,,,
CLIENT_0992,client,user_client_0992,واجهة سهلة الاستخدام بشكل عام,إيجابي,low,4,2025-01-10,2025-01-10T00:00:00,in_progress,dashboard,,,,positive
ADMIN_1508,admin,user_admin_1508,التنظيم جيد بشكل عام,إيجابي,low,4,2025-01-02,2025-01-02T00:00:00,in_progress,verification,,,,positive
CLIENT_0673,client,user_client_0673,"لا يمكنني إضافة طلب للمفضلة - أريد زر ""حفظ للمفضلة""",ميزات مفقودة,low,4,2025-01-15,2025-01-15T00:00:00,resolved,payments,,,Favorites,
CLIENT_1228,client,user_client_1228,عند اختيار التاريخ، لا أعرف ما هو التاريخ المناسب - أريد تقويم مع توضيحات,تجربة المستخدم - النماذج,low,4,2025-01-13,2025-01-13T00:00:00,new,requests,Form UX,,,
SUPPLIER_1133,supplier,user_supplier_1133,"بعد إرسال العرض، لا أعرف إذا كان العميل قد رآه - أريد حالة ""مقروء""",تجربة المستخدم - وضوح الحالة,medium,3,2025-01-05,2025-01-05T00:00:00,in_progress,my-offers,Visibility of System Status,,,
SUPPLIER_1694,supplier,user_supplier_1694,عند حساب السعر، لا يوجد آلة حاسبة مدمجة - أريد tool لحساب التكلفة,تجربة المستخدم - النماذج,low,4,2025-01-21,2025-01-21T00:00:00,in_progress,supplier-projects,Form UX,,,
SUPPLIER_1870,supplier,user_supplier_1870,أريد فلترة الطلبات حسب: الميزانية، الموقع، نوع الخدمة، تاريخ النشر,مقارنة مع المنصات المنافسة,medium,3,2025-01-10,2025-01-10T00:00:00,resolved,portfolio,,اعتماد,,
SUPPLIER_1044,supplier,user_supplier_1044,عند تقديم عرض، لا أعرف كم عرض تم تقديمه على هذا الطلب - أريد إحصائيات,تجربة المستخدم - وضوح الحالة,medium,3,2025-01-12,2025-01-12T00:00:00,new,browse-requests,Visibility of System Status,,,
CLIENT_0193,client,user_client_0193,عند إدخال الميزانية، لا يوجد تحذير إذا كانت أقل من المعقول - أريد validation ذكي,تجربة المستخدم - منع الأخطاء,medium,3,2025-01-01,2025-01-01T00:00:00,reviewed,offers,Error Prevention,,,
SUPPLIER_0283,supplier,user_supplier_0283,بعد إرسال العرض، لا يمكنني تعديله حتى لو اكتشفت خطأ - أريد فترة تعديل,تجربة المستخدم - التحكم,high,2,2025-01-16,2025-01-16T00:00:00,resolved,my-offers,User Control and Freedom,,,
SUPPLIER_0720,supplier,user_supplier_0720,"بعد إرسال العرض، لا أعرف إذا كان العميل قد رآه - أريد حالة ""مقروء""",تجربة المستخدم - وضوح الحالة,medium,3,2025-01-03,2025-01-03T00:00:00,new,create-offer,Visibility of System Status,,,
ADMIN_1998,admin,user_admin_1998,جداول المستخدمين طويلة ولا يمكنني البحث بسرعة - أريد search box في كل جدول,تجربة المستخدم - الجداول,high,2,2025-01-13,2025-01-13T00:00:00,in_progress,projects,Table UX,,,
ADMIN_2443,admin,user_admin_2443,التنقل بين الصفحات الإدارية معقد - أريد sidebar أو menu أفضل,تجربة المستخدم - التنقل,medium,3,2025-01-08,2025-01-08T00:00:00,in_progress,admin-dashboard,Navigation,,,
ADMIN_1760,admin,user_admin_1760,لا يمكنني حفظ الفلاتر المفضلة - أريد saved filters,تجربة المستخدم - الفلترة,low,4,2025-01-17,2025-01-17T00:00:00,resolved,projects,Filtering,,,
CLIENT_0853,client,user_client_0853,عند رفع الملفات، لا أرى نسبة التحميل - أريد شريط تقدم,تجربة المستخدم - وضوح الحالة,medium,3,2025-01-09,2025-01-09T00:00:00,new,contracts,Visibility of System Status,,,
CLIENT_2934,client,user_client_2934,عندما لا توجد عروض، لا أعرف ماذا أفعل - أريد empty state واضح,تجربة المستخدم - الحالات الفارغة,medium,3,2025-01-08,2025-01-08T00:00:00,in_progress,contracts,Empty States,,,
ADMIN_2863,admin,user_admin_2863,لا يمكنني تصدير الجداول إلى Excel - أريد export button,تجربة المستخدم - الجداول,medium,3,2025-01-01,2025-01-01T00:00:00,resolved,projects,Table UX,,,
CLIENT_0945,client,user_client_0945,عند كتابة الوصف، لا يوجد suggestions أو أمثلة - أريد placeholder مفيد,تجربة المستخدم - النماذج,low,4,2025-01-14,2025-01-14T00:00:00,resolved,dashboard,Form UX,,,
ADMIN_1216,admin,user_admin_1216,الإحصائيات لا تتحدث تلقائياً - أريد auto-refresh أو زر تحديث واضح,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-18,2025-01-18T00:00:00,new,settings,Dashboard,,,
CLIENT_0863,client,user_client_0863,عندما لا توجد عروض، لا أعرف ماذا أفعل - أريد empty state واضح,تجربة المستخدم - الحالات الفارغة,medium,3,2025-01-13,2025-01-13T00:00:00,reviewed,payments,Empty States,,,
CLIENT_0352,client,user_client_0352,عند اختيار التاريخ، لا أعرف ما هو التاريخ المناسب - أريد تقويم مع توضيحات,تجربة المستخدم - النماذج,low,4,2025-01-11,2025-01-11T00:00:00,reviewed,projects,Form UX,,,
SUPPLIER_2089,supplier,user_supplier_2089,في منصات أخرى يمكنني البحث في الطلبات بكلمات مفتاحية - هنا البحث بسيط,مقارنة مع المنصات المنافسة,medium,3,2025-01-05,2025-01-05T00:00:00,resolved,browse-requests,,منصات عامة,,
ADMIN_0302,admin,user_admin_0302,لا يمكنني حظر أو تعليق عدة مستخدمين مرة واحدة,ميزات مفقودة,medium,3,2025-01-18,2025-01-18T00:00:00,resolved,users,,,Bulk Actions,
ADMIN_2395,admin,user_admin_2395,الفلترة في صفحة النزاعات محدودة - أريد فلترة متقدمة,تجربة المستخدم - الفلترة,medium,3,2025-01-19,2025-01-19T00:00:00,in_progress,admin-dashboard,Filtering,,,
CLIENT_0700,client,user_client_0700,في منصة اعتماد يمكنني فلترة الطلبات بعدة معايير دفعة واحدة - هنا الفلترة محدودة,مقارنة مع المنصات المنافسة,medium,3,2025-01-08,2025-01-08T00:00:00,resolved,offers,,اعتماد,,
ADMIN_1639,admin,user_admin_1639,التنقل بين الصفحات الإدارية معقد - أريد sidebar أو menu أفضل,تجربة المستخدم - التنقل,medium,3,2025-01-03,2025-01-03T00:00:00,resolved,reports,Navigation,,,
CLIENT_2294,client,user_client_2294,في منصات أخرى يمكنني مقارنة عدة عروض جنباً إلى جنب - هنا المقارنة محدودة,مقارنة مع المنصات المنافسة,medium,3,2025-01-21,2025-01-21T00:00:00,resolved,payments,,منصات e-commerce,,
SUPPLIER_1272,supplier,user_supplier_1272,حقل الوصف طويل ولا أعرف إذا كان كافياً - أريد أمثلة أو templates,تجربة المستخدم - النماذج,low,4,2025-01-16,2025-01-16T00:00:00,in_progress,portfolio,Form UX,,,
CLIENT_2618,client,user_client_2618,أريد جدول مقارنة يوضح: السعر، المدة، التقييم، المميزات بشكل واضح,مقارنة مع المنصات المنافسة,low,4,2025-01-02,2025-01-02T00:00:00,new,profile,,منصات e-commerce,,
ADMIN_1268,admin,user_admin_1268,الإحصائيات لا تتحدث تلقائياً - أريد auto-refresh أو زر تحديث واضح,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-17,2025-01-17T00:00:00,resolved,analytics,Dashboard,,,
SUPPLIER_0126,supplier,user_supplier_0126,الإحصائيات ثابتة - أريد تحديث فوري أو refresh button,تجربة المستخدم - لوحة التحكم,medium,3,2025-01-21,2025-01-21T00:00:00,reviewed,earnings,Dashboard,,,
CLIENT_2081,client,user_client_2081,في منصات أخرى يمكنني مقارنة عدة عروض جنباً إلى جنب - هنا المقارنة محدودة,مقارنة مع المنصات المنافسة,medium,3,2025-01-12,2025-01-12T00:00:00,resolved,payments,,منصات e-commerce,,
SUPPLIER_2484,supplier,user_supplier_2484,"لا يمكنني نسخ عرض سابق لطلب جديد - أريد ""نسخ من عرض سابق""",ميزات مفقودة,low,4,2025-01-07,2025-01-07T00:00:00,in_progress,supplier-projects,,,Duplicate,
ADMIN_2793,admin,user_admin_2793,لا يمكنني اختيار عدة مستخدمين دفعة واحدة - أريد bulk actions,ميزات مفقودة,high,2,2025-01-15,2025-01-15T00:00:00,resolved,users,,,Bulk Actions,
